THEME,SINGULAR,PLURAL,SINGULAR_SHORT,PLURAL_SHORT,CATEGORY,PLURAL_URL
chocolate,Hotel cerca de chocolaterías,Hoteles cerca de chocolaterías,Hotel,Hoteles,property_type,Hotel_Chocolate
christmas,Hotel para viajes navideños,Hoteles para viajes navideños,Hotel,Hoteles,property_type,Hotel_Navidad
concierge,Hotel con conserje,Hoteles con conserjes,Hotel,Hoteles,property_type,Hotel_Conserje
coupon|hotel,Cupón de hotel,Cupones de hotel,Hotel,Hoteles,property_type,Cupones_Hotel
deal,Oferta de hotel,Ofertas de hotel,Hotel,Hoteles,property_type,Ofertas_Hoteles
deals,Oferta de hotel,Ofertas de hotel,Hotel,Hoteles,property_type,Ofertas_Hoteles
hotel_deal,Oferta de hotel,Ofertas de hotel,Hotel,Hoteles,property_type,Ofertas_Hoteles
deal|hotel,Oferta de hotel,Ofertas de hotel,Hotel,Hoteles,property_type,Ofertas_Hoteles
discount,Descuento de hoteles,Descuentos de hoteles,Hotel,Hoteles,property_type,Descuento_Hotel
discount|hotel,Descuento de hoteles,Descuentos de hoteles,Hotel,Hoteles,property_type,Descuento_Hotel
entertainment,Hotel cerca de entretenimiento,Hoteles cerca de entretenimiento,Hotel,Hoteles,property_type,Hotel_Entreten
familybeach,Hotel cerca de playa para familias,Hoteles cerca de playas para familias,Hotel,Hoteles,property_type,Hotel_Playa_Fam
fireplace,Hotel con chimeneas,Hoteles con chimeneas,Hotel,Hoteles,property_type,Hotel_Chimenea
freeparking,Hotel con aparcamiento gratuito,Hoteles con aparcamiento gratuito,Hotel,Hoteles,property_type,Hotel_Apar_grat
freeinternet,Hotel con Internet gratis,Hoteles con Internet gratis,Hotel,Hoteles,property_type,Hotel_Wifi_Grat
freewifi,Hotel con WiFi gratis,Hoteles con WiFi gratis,Hotel,Hoteles,property_type,Hotel_Wifi_Grat
hottub,Hotel con bañera de hidromasaje,Hoteles con bañeras de hidromasaje,Hotel,Hoteles,property_type,Hotel_Bañ_Hidro
iceskating,Hotel cerca de patinaje sobre hielo,Hoteles cerca de patinaje sobre hielo,Hotel,Hoteles,property_type,Hotel_Patin_Hie
kitchen,Hotel con cocina,Hoteles con cocinas,Hotel,Hoteles,property_type,Hotel_Cocina
microwave,Hotel con microondas,Hoteles con microondas,Hotel,Hoteles,property_type,Hotel_Microond
monuments,Hotel cerca de monumentos,Hoteles cerca de monumentos,Hotel,Hoteles,property_type,Hotel_Monument
mountain,Hotel cerca de montañas,Hoteles cerca de montañas,Hotel,Hoteles,property_type,Hotel_Montañas
beer,Hotel cerca de cerveza,Hoteles cerca de cerveza,Hotel,Hoteles,property_type,Hotel_cer_Cerve
golf,Hotel cerca de campo de golf,Hoteles cerca de campos de golf,Hotel,Hoteles,property_type,Hotel_cerc_Golf
offer,Oferta de hoteles,Ofertas de hoteles,Hotel,Hoteles,property_type,Ofertas_Hotel
parking,Hotel con aparcamiento,Hoteles con aparcamiento,Hotel,Hoteles,property_type,Hotel_Aparcam
pebblebeach,Hotel cerca de playas de guijarros,Hoteles cerca de playas de guijarros,Hotel,Hoteles,property_type,Hotel_Play_Guij
price,Precio de hotel,Precios de hoteles,Hotel,Hoteles,property_type,Precios_Hoteles
promo,Promo de hoteles,Promos de hoteles,Hotel,Hoteles,property_type,Promos_Hotel
rating,Clasificación de hoteles,Clasificaciones de hoteles,Hotel,Hoteles,property_type,Clasific_Hotel
skydiving,Hotel cerca de paracaidismo,Hoteles cerca de paracaidismo,Hotel,Hoteles,property_type,Hotel_Paracaid
snowboarding,Hotel cerca de snowboard,Hoteles cerca de snowboard,Hotel,Hoteles,property_type,Hotel_Snowboard
stay,Estancia en hotel,Estancias en hotel,Hotel,Hoteles,property_type,Estancias_Hotel
hotel|suites,Suite de hotel,Suites de hotel,Suite de hotel,Suites de hotel,property_type,Suites_de_Hotel
booking|hotel|suites,Suite de hotel,Suites de hotel,Suite de hotel,Suites de hotel,property_type,Suites_de_Hotel
themepark,Hotel cerca de parques temáticos,Hoteles cerca de parques temáticos,Hotel,Hoteles,property_type,Hotel_Parq_Temá
volcanoes,Hotel cerca de volcanes,Hoteles cerca de volcanes,Hotel,Hoteles,property_type,Hotel_Volcanes
waterskiing,Hotel cerca de esquí acuático,Hoteles cerca de esquí acuático,Hotel,Hoteles,property_type,Hotel_Esquí_Acu
waterfalls,Hotel cerca de cascadas,Hoteles cerca de cascadas,Hotel,Hoteles,property_type,Hotel_Cascada
waterpark,Hotel cerca de parques acuáticos,Hoteles cerca de parques acuáticos,Hotel,Hoteles,property_type,Hotel_Parq_Acu
cafes,Hotel con café,Hoteles con cafés,Hotel,Hoteles,property_type,Hotel_con_Café
fitnesscenter,Hotel con gimnasio,Hoteles con gimnasios,Hotel,Hoteles,property_type,Hotel_con_Gimna
petfriendly,Hotel que acepta mascotas,Hoteles que aceptan mascotas,Hotel,Hoteles,property_type,Hotel_Mascotas
pet_friendly,Hotel que acepta mascotas,Hoteles que aceptan mascotas,Hotel,Hoteles,property_type,Hotel_Mascotas
pool,Hotel cerca de piscina,Hoteles con piscinas,Hotel,Hoteles,property_type,Hotel_con_Pisci
view,Hotel con vistas,Hoteles con vistas,Hotel,Hoteles,property_type,Hotel_Vistas
accommodation|hotel,Alojamiento en hotel,Alojamiento en hotel,Alojamiento en hotel,Alojamiento en hotel,property_type,AlojamientHotel
babyshower,Hotel para fiestas de bebé,Hoteles para fiestas de bebé,Hotel,Hoteles,property_type,HotelFiestaBebé
basketball,Hotel para aficionados al baloncesto,Hoteles para aficionados al baloncesto,Hotel,Hoteles,property_type,HotelBaloncesto
bungeejumping,Hotel cerca de puenting,Hoteles cerca de puenting,Hotel,Hoteles,property_type,HotelPuenting
coffeemaker,Hotel con cafetera,Hoteles con cafeteras,Hotel,Hoteles,property_type,HotelCafetera
comparison,Comparación de hoteles,Comparaciones de hoteles,Hotel,Hoteles,property_type,ComparacHoteles
conferencecenter,Hotel con centro de conferencias,Hoteles con centros de conferencias,Hotel,Hoteles,property_type,HotelCentConfer
ecotourism,Hotel cerca de ecoturismo,Hoteles cerca de ecoturismo,Hotel,Hoteles,property_type,HotelEcoturismo
electrickettle,Hotel con tetera eléctrica,Hoteles con teteras eléctrica,Hotel,Hoteles,property_type,HotelTeteraElec
excursions,Hotel con excursiones,Hoteles con excursiones,Hotel,Hoteles,property_type,HotelExcursión
hotsprings,Hotel cerca de aguas termales,Hoteles cerca de aguas termales,Hotel,Hoteles,property_type,HotelAguasTerma
indoorpool,Hotel con piscina cubierta,Hoteles con piscina cubierta,Hotel,Hoteles,property_type,HotelPiscCubier
naturalparks,Hotel cerca de parques naturales,Hoteles cerca de parques naturales,Hotel,Hoteles,property_type,HotelParqueNat
northernlights,Hotel con vistas a auroras boreales,Hoteles con vistas a auroras boreales,Hotel,Hoteles,property_type,HotelAuroraBore
promotion,Promoción de hoteles,Promociones de hoteles,Hotel,Hoteles,property_type,PromocHoteles
publictransport,Hotel cerca de transporte público,Hoteles cerca de transporte público,Hotel,Hoteles,property_type,HotelTransPúbl
recreation,Hotel cerca de ocio,Hoteles cerca de ocio,Hotel,Hoteles,property_type,HotelOcio
restaurant,Hotel con restaurante,Hoteles con restaurantes,Hotel,Hoteles,property_type,HotelRestaurant
rockybeach,Hotel cerca de playas rocosas,Hoteles cerca de playas rocosas,Hotel,Hoteles,property_type,HotelPlayaRocas
rollerskating,Hotel cerca de patinaje sobre ruedas,Hoteles cerca de patinaje sobre ruedas,Hotel,Hoteles,property_type,HotelPatinRueda
roomservice,Hotel con servicio de habitaciones,Hoteles con servicio de habitaciones,Hotel,Hoteles,property_type,HotelServHabit
hotel,Hotel,Hoteles,Hotel,Hoteles,property_type,Hoteles
hotels,Hoteles,Hoteles,Hotel,Hoteles,property_type,Hoteles
downtown,Hotel céntrico,Hoteles céntricos,Hotel,Hoteles,property_type,Hoteles_Centro
airport,Hotel de aeropuerto,Hoteles de aeropuerto,Hotel,Hoteles,property_type,Hoteles_Aerop
dancing,Hotel cerca de bailes,Hoteles cerca de bailes,Hotel,Hoteles,property_type,Hoteles
booking,Reserva de hotel,Reservas de hoteles,Hotel,Hoteles,property_type,Reservas_Hotel
chinatown,Hotel en Chinatown,Hoteles en Chinatown,Hotel,Hoteles,property_type,Hotel_Chinatown
islands,Hotel en islas,Hoteles en islas,Hotel,Hoteles,property_type,Hoteles_Islas
jungle,Hotel en la jungla,Hoteles en la jungla,Hotel,Hoteles,property_type,Hoteles_Jungla
lake,Hotel en un lago,Hoteles en un lago,Hotel,Hoteles,property_type,Hoteles_Lago
rainforest,Hotel en la selva,Hoteles en la selva,Hotel,Hoteles,property_type,Hoteles_Selva
river,Hotel junto a un río,Hoteles junto a un río,Hotel,Hoteles,property_type,Hoteles_Río
benefit,Beneficios de un hotel,Beneficios de los hoteles,Hotel,Hoteles,property_type,Hoteles
benefits,Ventaja de un hotel,Ventajas de los hoteles,Hotel,Hoteles,property_type,Ventajas_Hotel
near,Hotel cerca,Hoteles cerca,Hotel,Hoteles,property_type,Hoteles_cerca
booking|hotel,Reservar hotel,Reservar hoteles,Hotel,Hoteles,property_type,Reservar_Hotel
airconditioning,Hotel con aire acondicionado,Hoteles con aire acondicionado,Hotel,Hoteles,property_type,Hoteles_Air_Aco
art,Hotel cerca de arte,Hoteles cerca de museos y galerías de arte,Hotel,Hoteles,property_type,Hoteles_Arte
balcony,Hotel con balcón,Hoteles con balcones,Hotel,Hoteles,property_type,Hoteles_Balcón
banquet,Hoteles para banquete,Hoteles para banquetes,Hotel,Hoteles,property_type,Hoteles_Banquet
barbecue,Hotel cerca de barbacoa,Hoteles cerca de barbacoa,Hotel,Hoteles,property_type,Hoteles_Barbac
bargain|hotel,Hotel ganga,Hotel gangas,Hotel,Hoteles,property_type,Hoteles_Ganga
baseball,Hotel para aficionados al baseball,Hoteles para aficionados al baseball,Hotel,Hoteles,property_type,Hotel_Baseball
biking,Hotel cerca de ciclismo,Hoteles cerca de ciclismo,Hotel,Hoteles,property_type,Hotel_Ciclismo
boating,Hotel cerca de navegación,Hoteles cerca de navegación,Hotel,Hoteles,property_type,Hoteles_Navegar
bowling,Hotel cerca de bolera,Hoteles cerca de boleras,Hotel,Hoteles,property_type,Hoteles_Bolera
buffet,Hotel con bufé,Hoteles con bufés,Hotel,Hoteles,property_type,Hoteles_Bufé
business,Hotel para viaje de negocios,Hoteles para viajes de negocios,Hotel,Hoteles,property_type,Hoteles_Negocio
canoeing,Hotel cerca de canoas,Hoteles cerca de canoas,Hotel,Hoteles,property_type,Hoteles_Canoas
castle,Hotel cerca de castillo,Hoteles cerca de castillos,Hotel,Hoteles,property_type,Hoteles_Castill
caveexploring,Hotel cerca de cuevas,Hoteles cerca de cuevas,Hotel,Hoteles,property_type,Hoteles_Cuevas
cheese,Hotel para amantes del queso,Hoteles para amantes del queso,Hotel,Hoteles,property_type,Hoteles_Queso
churches,Hotel cerca de iglesia,Hoteles cerca de iglesias,Hotel,Hoteles,property_type,Hoteles_Iglesia
cocktails,Hotel cerca de coctelerías,Hoteles cerca de coctelerías,Hotel,Hoteles,property_type,Hoteles_Cóctel
coffee,Hotel con café,Hoteles con café,Hotel,Hoteles,property_type,Hoteles café
couple,Hotel de parejas,Hoteles de parejas,Hotel,Hoteles,property_type,Hoteles_Parejas
culture,Hotel cerca de lugares culturales,Hoteles cerca de lugares culturales,Hotel,Hoteles,property_type,Hoteles_Cultura
design,Hoteles con diseño único,Hoteles con diseño único,Hotel,Hoteles,property_type,Hoteles_Diseño
dining,Hotel con restaurante,Hoteles con restaurante,Hotel,Hoteles,property_type,Hoteles_Restaur
diving,Hotel cerca de submarinismo,Hoteles cerca de submarinismo,Hotel,Hoteles,property_type,Hoteles_Submar
dolphins,Hotel cerca de avistamiento de delfines,Hoteles cerca de avistamiento de delfines,Hotel,Hoteles,property_type,Hoteles_Delfín
easter,Hotel para viaje de Semana Santa,Hoteles para viaje de Semana Santa,Hotel,Hoteles,property_type,Hotel_Sem_Santa
event,Hotel para eventos,Hoteles para eventos,Hotel,Hoteles,property_type,Hoteles_Eventos
ferry,Hotel cerca de ferry,Hoteles cerca de ferrys,Hotel,Hoteles,property_type,Hoteles_Ferrys
fishing,Hotel cerca de pesca,Hoteles cerca de pesca,Hotel,Hoteles,property_type,Hoteles_Pesca
flowers,Hotel cerca de jardines de flores,Hoteles cerca de jardines de flores,Hotel,Hoteles,property_type,Hoteles_Flores
football,Hotel para aficionados al fútbol americano,Hoteles para aficionados al fútbol americano,Hotel,Hoteles,property_type,Hoteles_Fút_Ame
forests,Hotel cerca de bosques,Hoteles cerca de bosques,Hotel,Hoteles,property_type,Hoteles_Bosques
refrigerator,Hotel con nevera,Hoteles con refrigeradores,Hotel,Hoteles,property_type,Hoteles_Nevera
friendlypeople,Hotel con gente agradable,Hoteles con gente agradable,Hotel,Hoteles,property_type,Hoteles_Agradab
gardens,Hotel cerca de jardines,Hoteles cerca de jardines,Hotel,Hoteles,property_type,Hoteles_Jardín
glaciers,Hotel cerca de glaciares,Hoteles cerca de glaciares,Hotel,Hoteles,property_type,Hoteles_Glaciar
hiking,Hotel cerca de senderismo,Hoteles cerca de senderismo,Hotel,Hoteles,property_type,Hotel_Senderism
hockey,Hotel para aficionados al hockey,Hoteles para aficionados al hockey,Hotel,Hoteles,property_type,Hoteles_Hockey
holiday,Hotel para vacaciones,Hoteles para vacaciones,Hotel,Hoteles,property_type,Hoteles_Vacac
hunting,Hotel cerca de caza,Hoteles cerca de caza,Hotel,Hoteles,property_type,Hoteles_Caza
internet,Hotel con Internet,Hoteles con Internet,Hotel,Hoteles,property_type,Hotel_Internet
jacuzzi,Hotel con jacuzzi,Hoteles con jacuzzis,Hotel,Hoteles,property_type,Hoteles_Jacuzzi
jazz,Hotel cerca de actuaciones de jazz,Hoteles cerca de actuaciones de jazz,Hotel,Hoteles,property_type,Hoteles_Jazz
kayaking,Hotel cerca de kayaks,Hoteles cerca de kayaks,Hotel,Hoteles,property_type,Hoteles_Kayaks
kitchenette,Hotel con cocina básica,Hoteles con cocina básica,Hotel,Hoteles,property_type,Hoteles_Cocina
kitesurfing,Hotel cerca de kitesurfing,Hoteles cerca de kitesurfing,Hotel,Hoteles,property_type,Hotel_Kitesurf
laundryfacilities,Hotel con lavandería,Hoteles con lavandería,Hotel,Hoteles,property_type,Hoteles_Lavand
lgbtfriendly,Hotel para LGBT,Hoteles para LGBT,Hotel,Hoteles,property_type,Hoteles_LGBT
library,Hotel cerca de biblioteca,Hoteles cerca de bibliotecas,Hotel,Hoteles,property_type,Hoteles_Bibliot
marina,Hotel cerca de puerto deportivo,Hoteles cerca de puerto deportivo,Hotel,Hoteles,property_type,Hotel_Puert_Dep
massage,Hotel con spa,Hoteles con spas,Hotel,Hoteles,property_type,Hoteles_Masaje
museums,Hotel cerca de museos,Hoteles cerca de museos,Hotel,Hoteles,property_type,Hoteles_Museos
musicals,Hotel cerca de teatros musicales,Hoteles cerca de teatros musicales,Hotel,Hoteles,property_type,Hoteles_Musical
nature,Hotel cerca de la naturaleza,Hoteles cerca de la naturaleza,Hotel,Hoteles,property_type,Hoteles_Natur
hotel|near,Hotel cerca,Hoteles cerca,Hotel,Hoteles,property_type,Hoteles_Cerca
hotel|nearme,Hotel cerca de ti,Hoteles cerca de ti,Hotel,Hoteles,property_type,Hoteles_cerc_Ti
zoo,Hotel cerca de zoo,Hoteles cerca de zoo,Hotel,Hoteles,property_type,Hoteles_cer_Zoo
nearby,Hotel cercano,Hoteles cercanos,Hotel,Hoteles,property_type,Hotel_Cercanos
nosmokingpolicy,Hotel con política de no fumadores,Hoteles con política de no fumadores,Hotel,Hoteles,property_type,Hotel_No_Fumar
opera,Hotel cerca de ópera,Hoteles cerca de óperas,Hotel,Hoteles,property_type,Hoteles_Ópera
outdoorpool,Hotel con piscina al aire libre,Hoteles con al aire libre,Hotel,Hoteles,property_type,Hotel_Pisc_Ext
palace,Hotel cerca de palacios,Hoteles cerca de palacios,Hotel,Hoteles,property_type,Hoteles_Palacio
patio,Hotel con patio,Hoteles con patios,Hotel,Hoteles,property_type,Hoteles_Patios
poolsidebar,Hotel con bar junto a la piscina,Hoteles con bar junto a la piscina,Hotel,Hoteles,property_type,Hotel_Bar_Pisc
port,Hotel cerca de puertos,Hoteles cerca de puertos,Hotel,Hoteles,property_type,Hoteles_Puertos
rafting,Hotel cerca de descensos en balsa,Hoteles cerca de descensos en balsa,Hotel,Hoteles,property_type,Hotel_Desc_Bals
rowing,Hotel cerca de remo,Hoteles cerca de remo,Hotel,Hoteles,property_type,Hoteles_Remo
running,Hotel cerca de rutas para correr,Hoteles cerca de rutas para correr,Hotel,Hoteles,property_type,Hoteles_Correr
scubadiving,Hotel cerca de buceo,Hoteles cerca de buceo,Hotel,Hoteles,property_type,Hoteles_Buceo
seafood,Hotel cerca de marisco,Hoteles cerca de marisco,Hotel,Hoteles,property_type,Hoteles_Marisco
shopping,Hotel cerca de compras,Hoteles cerca de compras,Hotel,Hoteles,property_type,Hoteles_Compras
sightseeing,Hotel cerca de sitios para visitar,Hoteles cerca de sitios para visitar,Hotel,Hoteles,property_type,Hoteles_Visitar
ski,Hotel cerca de esquí,Hoteles cerca de esquí,Hotel,Hoteles,property_type,Hoteles_Esquí
sledding,Hotel cerca de laderas para trineos,Hoteles cerca de laderas para trineos,Hotel,Hoteles,property_type,Hoteles_Trineos
smoking,Hotel que permite fumar,Hoteles que permiten fumar,Hotel,Hoteles,property_type,Hoteles_Fumar
snowshoeing,Hotel cerca de rutas para raquetas de nieve,Hoteles cerca de rutas para raquetas de nieve,Hotel,Hoteles,property_type,Hotel_Raq_Nieve
soccer,Hotel para aficionados al fútbol,Hoteles para aficionados al fútbol,Hotel,Hoteles,property_type,Hoteles_Fútbol
sports,Hotel para aficionados al deporte,Hoteles para aficionados al deporte,Hotel,Hoteles,property_type,Hoteles_Deporte
stadium,Hotel cerca de estadio,Hoteles cerca de estadio,Hotel,Hoteles,property_type,Hoteles_Estadio
sunnyweather,Hotel con tiempo soleado,Hoteles con tiempo soleado,Hotel,Hoteles,property_type,Hoteles_Soleado
sunrise,Hotel con vistas al amanecer,Hoteles con vistas al amanecer,Hotel,Hoteles,property_type,Hoteles_Amanec
sunsets,Hotel con vistas a la puesta de sol,Hoteles con vistas a la puesta de sol,Hotel,Hoteles,property_type,Hotel_Puest_Sol
surfing,Hotel cerca de surf,Hoteles cerca de surf,Hotel,Hoteles,property_type,Hoteles_Surf
swimming,Hotel cerca de natación,Hoteles cerca de natación,Hotel,Hoteles,property_type,Hoteles_Natac
temples,Hotel cerca de templos,Hoteles cerca de templos,Hotel,Hoteles,property_type,Hoteles_Templos
tennis,Hotel para aficionados al tenis,Hoteles para aficionados al tenis,Hotel,Hoteles,property_type,Hoteles_Tenis
terrace,Hotel con terraza,Hoteles con terraza,Hotel,Hoteles,property_type,Hoteles_Terraza
theater,Hotel cerca de teatros,Hoteles cerca de teatros,Hotel,Hoteles,property_type,Hoteles_Teatro
tonight,Hotel para esta noche,Hoteles para esta noche,Hotel,Hoteles,property_type,Hotel_Esta_Noch
unescosite,Hotel cerca de sitios de la Unesco,Hoteles cerca de sitios de la Unesco,Hotel,Hoteles,property_type,Hoteles_Unesco
walking,Hotel en una zona para caminar,Hoteles en zonas para caminar,Hotel,Hoteles,property_type,Hoteles_Caminar
wedding,Hotel para bodas,Hoteles para bodas,Hotel,Hoteles,property_type,Hoteles_Bodas
weekend,Hotel para fin de semana,Hoteles para fin de semana,Hotel,Hoteles,property_type,Hoteles_Fin_Sem
wellness,Hotel con centro de bienestar,Hoteles con centros de bienestar,Hotel,Hoteles,property_type,Hoteles_Bienest
wildlife,Hotel cerca de avistamiento de fauna,Hoteles cerca de avistamiento de fauna,Hotel,Hoteles,property_type,Hoteles_Fauna
windsurfing,Hotel cerca de windsurf,Hoteles cerca de windsurf,Hotel,Hoteles,property_type,Hotels_Windsurf
winery,Hotel cerca de bodegas,Hoteles cerca de bodegas,Hotel,Hoteles,property_type,Hoteles_Bodegas
bar,Hotel con bar,Hoteles con bares,Hotel,Hoteles,property_type,Hoteles_con_Bar
television,Hotel con televisor,Hoteles con televisor,Hotel,Hoteles,property_type,Hoteles_con_TV
yoga,Hotel cerca de centro de yoga,Hoteles cerca de centros de yoga,Hotel,Hoteles,property_type,Hoteles_Yoga
sandbeach,Hotel cerca de playas de arena,Hoteles cerca de playas de arena,Hotel,Hoteles,property_type,HotelPlayaArena
beachview,Hotel con vistas a la playa,Hoteles con vistas a la playa,Hotel,Hoteles,property_type,HotelVistaPlaya
sea,Hotel junto al mar,Hoteles junto al mar,Hotel,Hoteles,property_type,HotelesjuntoMar
cathedral,Hotel cerca de catedral,Hoteles cerca de catedrales,Hotel,Hoteles,property_type,HotelesCatedral
childcare,Hotel con guardería,Hoteles con guardería,Hotel,Hoteles,property_type,HotelGuardería
coralreefs,Hotel cerca de arrecifes de coral,Hoteles cerca de arrecifes de coral,Hotel,Hoteles,property_type,HotelArrecCoral
dvdplayer,Hotel con reproductor de DVD,Hoteles con reproductores de DVD,Hotel,Hoteles,property_type,HotelReprodDVD
segwaytours,Hotel con tour en Segway,Hoteles con tours en Segway,Hotel,Hoteles,property_type,HotelTourSegway
festivals,Hotel para festivales,Hoteles para festivales,Hotel,Hoteles,property_type,HotelFestivales
group,Hotel para grupo,Hoteles para grupos,Hotel,Hoteles,property_type,HotelparaGrupos
horseracing,Hotel para aficionados a las carreras de caballos,Hoteles para aficionados a las carreras de caballos,Hotel,Hoteles,property_type,HotelesCarrCaba
horsebackriding,Hotel cerca de equitación,Hoteles cerca de equitación,Hotel,Hoteles,property_type,HotelesEquitac
innertubing,Hotel cerca de lugares para deslizarse en neumáticos,Hoteles cerca de lugares para deslizarse en neumáticos,Hotel,Hoteles,property_type,HotelesNeumátic
lazyriver,Hotel con río lento,Hoteles con río lento,Hotel,Hoteles,property_type,HotelesRíoLento
livemusic,Hotel con música en vivo,Hoteles con música en vivo,Hotel,Hoteles,property_type,HotelMúsicaVivo
ruins,Hotel cerca de ruinas,Hoteles cerca de ruinas,Hotel,Hoteles,property_type,HotelcercaRuina
newyear,Hotel para viajes de fin de año,Hoteles para viajes de fin de año,Hotel,Hoteles,property_type,HotelesFinAño
nightclub,Hotel cerca de clubs nocturnos,Hoteles cerca de clubs nocturnos,Hotel,Hoteles,property_type,HotelesClubNoct
snorkeling,Hotel cerca de buceo con tubo,Hoteles cerca de buceo con tubo,Hotel,Hoteles,property_type,HotelBuceoTubo
snowmobileriding,Hotel cerca de tours en motos de nieve,Hoteles cerca de tours en motos de nieve,Hotel,Hoteles,property_type,HotelMotoNieve
snowtubing,Hotel cerca de tubing de nieve,Hoteles cerca de tubing de nieve,Hotel,Hoteles,property_type,HotelTubingNiev
nudebeach,Hotel cerca de playas nudistas,Hoteles cerca de playas nudistas,Hotel,Hoteles,property_type,HotelPlayaNudis
oceanview,Hotel con vistas al océano,Hoteles con vistas al océano,Hotel,Hoteles,property_type,HotelVistaOceán
overwater,Hotel con vistas al agua,Hoteles con vistas al agua,Hotel,Hoteles,property_type,HotelVistasAgua
paddleboarding,Hotel cerca de surf de pala,Hoteles cerca de surf de pala,Hotel,Hoteles,property_type,HotelesSurfPala
fitnesscenter|hotel|nearme|spa,Hotel con spa y gimnasio cerca de ti,Hoteles con spas y gimnasios cerca de ti,Hotel,Hoteles,property_type,HotelSpaGimnas
rockclimbing,Hotel cerca de escalada,Hoteles cerca de escalada,Hotel,Hoteles,property_type,HotelesEscalada
scenery,Hotel con paisajes,Hoteles con paisajes,Hotel,Hoteles,property_type,HotelesPaisajes
